,X,Y,OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DOW,OCC_DOY,OCC_DAY,OCC_HOUR,OCC_TIME_RANGE,DIVISION,DEATH,INJURIES,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
5432,-79.480856693,43.757148181,5433,GO-2022241879,2022/02/06 05:00:00+00,2022,February,Sunday,37,6,4,Night,D31,0,1,27,York University Heights,27,York University Heights (27),-79.4808566931896,43.757148180753
5437,-79.517846799,43.7501933460001,5438,GO-20221659273,2022/08/27 04:00:00+00,2022,August,Saturday,239,27,15,Afternoon,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5178467985182,43.7501933457997
5453,-79.512233854,43.7642160130001,5454,GO-202250654,2022/01/08 05:00:00+00,2022,January,Saturday,8,8,22,Evening,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5122338535628,43.7642160129551
5470,-79.530711571,43.766613555,5471,GO-20221118573,2022/06/10 04:00:00+00,2022,June,Friday,161,10,17,Afternoon,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5307115708672,43.7666135545374
5472,-79.504982727,43.7413953670001,5473,GO-2022973014,2022/05/23 04:00:00+00,2022,May,Monday,143,23,17,Afternoon,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5049827274221,43.7413953665875
5474,-79.511387056,43.75012851,5475,GO-20221939818,2022/10/04 04:00:00+00,2022,October,Tuesday,277,4,22,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.511387055911,43.7501285096067
5476,-79.4747151879999,43.7861988980001,5477,GO-202255121,2022/01/09 05:00:00+00,2022,January,Sunday,9,9,18,Evening,D32,0,0,27,York University Heights,27,York University Heights (27),-79.4747151880576,43.786198898495
5480,-79.517093813,43.7524242110001,5481,GO-202230928,2022/01/05 05:00:00+00,2022,January,Wednesday,5,5,22,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.517093813261,43.752424211447
5484,-79.522520884,43.7712362550001,5485,GO-20221655025,2022/08/26 04:00:00+00,2022,August,Friday,238,26,22,Evening,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5225208843336,43.771236255037
5510,-79.4664341869999,43.7511828770001,5511,GO-20221132198,2022/06/15 04:00:00+00,2022,June,Wednesday,166,15,5,Night,D32,0,0,27,York University Heights,27,York University Heights (27),-79.4664341867449,43.7511828768221
5524,-79.5115954029999,43.742126005,5525,GO-2022210012,2022/02/01 05:00:00+00,2022,February,Tuesday,32,1,11,Morning,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.511595402767,43.7421260050237
5525,-79.5177280949999,43.7572287130001,5526,GO-2022353835,2022/02/23 05:00:00+00,2022,February,Wednesday,54,23,19,Evening,D31,0,1,25,Glenfield-Jane Heights,24,Black Creek (24),-79.5177280946691,43.7572287132495
5526,-79.4942395689999,43.7431000350001,5527,GO-202234701,2022/01/05 05:00:00+00,2022,January,Wednesday,5,5,3,Night,D31,0,0,27,York University Heights,27,York University Heights (27),-79.4942395691274,43.7431000351225
5540,-79.494054992,43.7752491780001,5541,GO-20222123945,2022/11/01 04:00:00+00,2022,November,Tuesday,305,1,3,Night,D31,0,0,27,York University Heights,27,York University Heights (27),-79.4940549916756,43.7752491777563
5551,-79.529087466,43.748417079,5552,GO-20221669419,2022/08/29 04:00:00+00,2022,August,Monday,241,29,1,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5290874656483,43.7484170790108
5561,-79.4988573209999,43.776739331,5562,GO-2022749012,2022/04/22 04:00:00+00,2022,April,Friday,112,22,15,Afternoon,D31,0,0,27,York University Heights,27,York University Heights (27),-79.4988573206672,43.776739330842
5638,-79.5152277779999,43.7681488160001,5639,GO-2022876433,2022/05/10 04:00:00+00,2022,May,Tuesday,130,10,22,Evening,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5152277778151,43.7681488158175
5651,-79.49872451,43.7514258260001,5652,GO-2022495403,2022/03/15 04:00:00+00,2022,March,Tuesday,74,15,2,Night,D31,0,0,27,York University Heights,27,York University Heights (27),-79.4987245104665,43.751425826172
5654,-79.5192354659999,43.752865543,5655,GO-20221946068,2022/10/06 04:00:00+00,2022,October,Thursday,279,6,13,Afternoon,D31,1,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5192354664486,43.7528655426291
5669,-79.4895449369999,43.7468073420001,5670,GO-20221757893,2022/09/10 04:00:00+00,2022,September,Saturday,253,10,0,Night,D31,1,0,27,York University Heights,27,York University Heights (27),-79.489544937439,43.7468073423929
5673,-79.519288183,43.770266264,5674,GO-20222060043,2022/10/23 04:00:00+00,2022,October,Sunday,296,23,4,Night,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5192881828067,43.7702662644401
5682,-79.509120173,43.7581270260001,5683,GO-2022514139,2022/03/19 04:00:00+00,2022,March,Saturday,78,19,13,Afternoon,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5091201725792,43.7581270261914
5689,-79.4949047229999,43.752169232,5690,GO-2022183740,2022/01/26 05:00:00+00,2022,January,Wednesday,26,26,0,Night,D31,0,0,27,York University Heights,27,York University Heights (27),-79.4949047227389,43.7521692315223
